ID,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
5118,High,Medium,Private,Neutral,2,No,Postgraduate,Far,Male,68
5119,Medium,Medium,Private,Positive,4,No,College,Near,Male,62
5120,Low,Medium,Private,Neutral,4,No,High School,,Male,67
5121,Low,High,Public,Negative,4,No,High School,Moderate,Male,62
5122,Medium,Medium,Public,Positive,3,No,High School,Near,Male,72
5123,Medium,High,Public,Negative,2,No,High School,Near,Male,67
5124,Low,Medium,Private,Positive,3,No,High School,Moderate,Female,68
5125,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,65
5126,High,High,Private,Negative,1,Yes,High School,Far,Female,79
5127,Medium,Medium,Private,Positive,3,No,High School,Near,Male,66
5128,Low,Medium,Private,Neutral,2,No,High School,Near,Female,68
5129,High,High,Public,Positive,3,Yes,Postgraduate,Near,Male,65
5130,Low,Medium,Public,Neutral,4,No,High School,Moderate,Female,67
5131,Medium,Medium,Public,Neutral,4,No,College,Moderate,Male,67
5132,Medium,,Public,Neutral,4,No,High School,Moderate,Male,67
5133,Medium,Medium,Public,Positive,4,No,College,Far,Female,68
5134,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,72
5135,Medium,Medium,Public,Neutral,5,No,High School,Near,Male,65
5136,Low,Medium,Public,Positive,3,Yes,High School,Moderate,Female,65
5137,Medium,Medium,Public,Positive,2,No,College,Moderate,Male,70
5138,Low,,Public,Negative,2,No,High School,Near,Male,67
5139,Medium,Medium,Private,Neutral,4,No,College,Near,Male,68
5140,Low,High,Public,Positive,3,No,College,Moderate,Male,63
5141,Low,Medium,Public,Neutral,2,No,High School,Near,Male,68
5142,Medium,Low,Public,Neutral,2,No,Postgraduate,Moderate,Female,69
5143,Low,Low,Public,Positive,4,No,High School,Near,Male,66
5144,High,Medium,Public,Neutral,4,Yes,High School,Far,Female,64
5145,Low,Medium,Public,Negative,4,No,High School,Near,Male,69
5146,Low,Medium,Public,Neutral,3,No,High School,Near,Male,62
5147,Medium,Medium,Public,Negative,3,No,High School,Near,Female,65
5148,Low,High,Public,Positive,2,No,High School,Near,Female,70
5149,High,Medium,Public,Neutral,4,No,High School,Near,Female,72
5150,Low,High,Public,Positive,3,No,High School,Near,Female,66
5151,Medium,High,Private,Negative,2,Yes,High School,Moderate,Male,70
5152,Low,High,Public,Positive,1,No,High School,Near,Male,67
5153,Low,Medium,Public,Negative,4,No,Postgraduate,Moderate,Female,65
5154,Medium,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Male,68
5155,Medium,High,Public,Neutral,3,No,High School,Moderate,Male,62
5156,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Male,68
5157,High,High,Public,Positive,3,Yes,High School,Near,Female,69
5158,Low,Medium,Private,Negative,3,No,College,Near,Male,72
5159,Medium,Medium,Public,Negative,3,Yes,High School,Moderate,Male,65
5160,Medium,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Male,63
5161,Low,Medium,Public,Neutral,2,No,College,Near,Female,68
5162,Medium,Medium,Public,Neutral,2,No,College,Near,Male,62
5163,Low,High,Private,Neutral,2,No,Postgraduate,Near,Male,69
5164,High,High,Public,Positive,4,No,High School,Near,Female,65
5165,High,Medium,Public,Neutral,2,No,High School,Near,Female,74
5166,Medium,High,Public,Positive,3,No,High School,Moderate,Female,70
5167,Medium,Medium,Public,Positive,3,No,High School,Near,Female,65
5168,High,Medium,Public,Neutral,3,No,College,Moderate,Male,70
5169,Medium,Medium,Public,Neutral,3,No,College,Far,Male,59
5170,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,63
5171,Low,High,Public,Neutral,4,No,College,Near,Female,64
5172,Medium,Low,Public,Positive,3,No,Postgraduate,Near,Male,63
5173,Low,High,Public,Positive,2,No,High School,Near,Female,67
5174,High,Medium,Public,Neutral,4,No,High School,Moderate,Female,65
5175,Medium,Medium,Public,Neutral,3,No,College,Near,Male,67
5176,High,High,Public,Positive,5,No,,Near,Male,73
5177,Low,High,Public,Neutral,3,No,College,Near,Male,64
5178,Medium,High,Private,Positive,3,No,Postgraduate,Near,Male,65
5179,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,72
5180,Medium,Medium,Public,Positive,4,No,High School,Near,Female,72
5181,High,High,Public,Neutral,2,No,College,Near,Male,66
5182,Medium,Medium,Private,Negative,2,Yes,College,Near,Male,62
5183,Medium,Medium,Private,Negative,1,No,College,Near,Male,68
5184,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,67
5185,Medium,Medium,Public,Positive,2,Yes,Postgraduate,Near,Female,69
5186,Medium,Medium,Private,Positive,3,No,High School,Near,Female,67
5187,Low,High,Public,Negative,3,No,College,Moderate,Female,63
5188,Low,Medium,Private,Negative,4,No,High School,Moderate,Male,65
5189,High,High,Private,Negative,4,No,College,Near,Male,71
5190,Low,High,Private,Neutral,1,No,Postgraduate,Near,Male,70
5191,Low,High,Public,Positive,3,No,Postgraduate,Near,Male,68
5192,Low,Medium,Public,Negative,3,No,College,Near,Female,65
5193,Medium,Medium,Public,Positive,2,No,High School,Near,Male,68
5194,High,Medium,Public,Negative,3,No,College,Near,Male,69
5195,High,Medium,Public,Neutral,2,No,High School,Far,Female,62
5196,Medium,High,Public,Negative,4,No,College,Near,Female,62
5197,High,Low,Public,Positive,2,Yes,Postgraduate,Moderate,Female,72
5198,Medium,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Male,64
5199,Low,High,Public,Positive,1,Yes,High School,Far,Female,58
5200,Low,Medium,Public,Neutral,3,No,College,Near,Male,66
5201,Low,High,Public,Positive,4,No,Postgraduate,Moderate,Male,64
5202,High,High,Private,Positive,1,No,College,Far,Female,68
5203,High,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,69
5204,Low,Medium,Public,Positive,5,No,High School,Near,Male,71
5205,Medium,Medium,Public,Negative,2,No,College,Near,Male,71
5206,High,High,Private,Positive,3,No,High School,Moderate,Male,67
5207,High,High,Private,Neutral,3,No,High School,Near,Male,71
5208,Medium,Medium,Public,Positive,3,No,High School,,Female,64
5209,Medium,Medium,Public,Positive,1,No,High School,Moderate,Male,62
5210,High,Medium,Public,Negative,4,No,High School,Near,Female,70
5211,Low,Medium,Private,Negative,2,No,Postgraduate,Moderate,Female,63
5212,High,Medium,Public,Positive,3,No,High School,Near,Female,66
5213,Low,Low,Public,Positive,3,No,High School,Moderate,Male,65
5214,High,Medium,Public,Positive,3,No,College,Near,Male,69
5215,Low,Medium,Public,Negative,3,No,High School,Near,Male,63
5216,High,Medium,Public,Neutral,2,No,College,Moderate,Male,64
5217,Low,Low,Public,Neutral,2,No,High School,Near,Male,66
5218,High,Medium,Public,Negative,3,Yes,High School,Near,Female,67
5219,Low,Medium,Public,Negative,3,No,College,Far,Male,66
5220,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,65
5221,High,Medium,Private,Positive,2,No,Postgraduate,Moderate,Male,72
5222,Medium,Low,Public,Neutral,2,No,High School,Near,Female,70
5223,High,Low,Public,Positive,1,No,College,Near,Female,67
5224,Medium,,Public,Neutral,3,No,College,Near,Male,64
5225,Low,Medium,Public,Positive,4,No,College,Far,Female,72
5226,Low,Medium,Public,Neutral,4,No,High School,Near,Female,65
5227,High,Medium,Public,Positive,3,No,High School,Moderate,Female,62
5228,Low,Medium,Public,Negative,4,No,High School,Far,Female,67
5229,Medium,Medium,Public,Positive,3,Yes,High School,Near,Male,64
5230,Medium,Medium,Private,Negative,3,No,Postgraduate,,Male,63
5231,Medium,High,Public,Neutral,2,No,College,Moderate,Male,72
5232,High,Medium,Public,Positive,5,No,High School,Near,Male,66
5233,Medium,Medium,Public,Positive,1,No,Postgraduate,Near,Female,70
5234,Medium,High,Private,Negative,2,No,Postgraduate,Near,Female,66
5235,High,High,Public,Positive,3,No,High School,Moderate,Male,70
5236,Low,High,Public,Neutral,2,No,High School,Moderate,Female,67
5237,Low,High,Public,Positive,2,No,High School,Near,Female,64
5238,Medium,High,Public,Positive,2,No,,Near,Male,67
5239,High,High,Public,Neutral,4,No,College,Far,Male,72
5240,Medium,Medium,Public,Positive,3,No,High School,Near,Male,72
5241,High,Medium,Public,Neutral,5,No,Postgraduate,Moderate,Female,68
5242,High,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,64
5243,High,Medium,Public,Positive,3,No,High School,Moderate,Male,66
5244,Low,High,Private,Positive,3,No,College,Far,Male,68
5245,Low,High,Public,Neutral,4,No,High School,Near,Female,66
5246,Low,High,Private,Positive,1,No,High School,Near,Female,70
5247,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,70
5248,Medium,,Private,Neutral,2,No,High School,,Female,62
5249,Medium,Low,Public,Positive,1,No,College,Near,Male,69
5250,Medium,High,Private,Positive,2,No,College,Moderate,Male,69
5251,Medium,Medium,Public,Positive,4,Yes,College,Near,Male,66
5252,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Female,68
5253,Low,High,Public,Positive,5,No,Postgraduate,Moderate,Male,71
5254,Low,Medium,Private,Negative,2,No,Postgraduate,Moderate,Female,64
5255,Medium,Medium,Public,Positive,3,No,College,Near,Male,67
5256,Medium,High,Public,Positive,3,No,High School,Moderate,Female,68
5257,High,,Public,Negative,1,No,,Moderate,Male,67
5258,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,68
5259,Low,High,Public,Positive,3,No,High School,Near,Female,69
5260,Low,High,Public,Neutral,3,No,High School,Near,Male,71
5261,Low,Medium,Private,Positive,4,No,High School,Moderate,Female,68
5262,Low,Medium,Private,Positive,2,No,College,Moderate,Male,65
5263,Low,High,Public,Neutral,3,No,College,Moderate,Male,63
5264,Medium,High,Public,Negative,1,No,High School,Near,Female,65
5265,Low,High,Private,Positive,2,Yes,Postgraduate,Near,Female,72
5266,Medium,Low,Public,Neutral,1,No,College,Moderate,Male,67
5267,Medium,Medium,Public,Positive,3,No,High School,Near,Female,69
5268,Low,High,Private,Neutral,3,No,Postgraduate,Near,Male,67
5269,Medium,Medium,Public,Positive,4,No,College,Near,Male,64
5270,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,62
5271,High,Low,Private,Neutral,3,No,High School,Near,Male,71
5272,Low,Medium,Public,Positive,3,No,,Near,Male,70
5273,Medium,High,Public,Neutral,3,No,College,Moderate,Male,64
5274,Low,Medium,Private,Negative,2,No,Postgraduate,Moderate,Male,69
5275,Low,High,Public,Positive,3,No,High School,Moderate,Female,65
5276,High,Medium,Private,Negative,2,No,College,Moderate,Female,73
5277,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,64
5278,Medium,Medium,Public,Negative,2,No,Postgraduate,Near,Female,64
5279,Medium,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Male,70
5280,Medium,Medium,Public,Positive,5,No,College,Near,Male,70
5281,Medium,Medium,Public,Neutral,2,Yes,High School,Moderate,Male,64
5282,Medium,High,Private,Neutral,2,Yes,College,Moderate,Female,64
5283,Medium,High,Private,Negative,2,No,High School,Near,Male,66
5284,Medium,Medium,Public,Neutral,3,No,College,Near,Male,66
5285,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,74
5286,Medium,Medium,Public,Negative,1,No,College,Near,Female,69
5287,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Male,67
5288,Low,Medium,Public,Neutral,5,Yes,High School,Far,Male,73
5289,Medium,Medium,Public,Positive,1,No,Postgraduate,Near,Female,66
5290,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,67
5291,Low,Medium,Public,Neutral,2,No,College,Near,Male,75
5292,Medium,High,Public,Positive,2,No,High School,Near,Male,73
5293,High,Medium,Public,Neutral,5,No,High School,Near,Female,67
5294,Medium,High,Public,Neutral,4,No,College,Moderate,Female,65
5295,Low,Low,Public,Positive,1,No,High School,Near,Female,71
5296,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,63
5297,Low,High,Public,Neutral,4,No,High School,Moderate,Female,68
5298,Medium,Medium,Private,Positive,4,No,High School,Near,Male,72
5299,Medium,High,Public,Positive,2,No,High School,Near,Male,67
5300,Medium,Medium,Public,Negative,4,No,College,Near,Female,71
5301,Low,Medium,Public,Positive,4,No,Postgraduate,Near,Male,67
5302,High,High,Private,Positive,3,No,Postgraduate,Near,Female,66
5303,Low,Medium,Public,Negative,5,No,High School,Near,Male,72
5304,Low,High,Public,Negative,0,No,College,Near,Female,64
5305,High,High,Public,Negative,3,No,College,Moderate,Male,68
5306,Low,Medium,Public,Negative,2,No,High School,Moderate,Female,65
5307,Medium,Medium,Private,Positive,4,No,Postgraduate,Moderate,Male,74
5308,Medium,High,Private,Neutral,4,No,College,Moderate,Female,65
5309,Low,High,Public,Positive,2,No,High School,Near,Female,63
5310,Low,Medium,Private,Negative,3,No,Postgraduate,Moderate,Male,65
5311,Medium,Medium,Public,Neutral,1,No,High School,Near,Male,70
5312,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,71
5313,Low,Medium,Public,Neutral,1,No,College,Near,Female,66
5314,Medium,High,Public,Positive,3,No,College,Near,Male,69
5315,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,67
5316,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,64
5317,Low,High,Public,Positive,2,No,High School,Moderate,Female,67
5318,Low,High,Public,Positive,4,No,High School,Near,Male,67
5319,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,70
5320,Low,Medium,Private,Neutral,1,No,Postgraduate,Near,Female,71
5321,Low,High,Private,Neutral,5,No,High School,Near,Female,68
5322,High,High,Public,Positive,2,No,High School,Near,Male,65
5323,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Female,70
5324,Low,,Public,Positive,4,No,High School,Near,Female,64
5325,Medium,Low,Private,Neutral,4,No,High School,Near,Male,67
5326,Low,Low,Private,Neutral,3,No,High School,Moderate,Male,63
5327,Low,Low,Public,Negative,3,No,High School,Moderate,Female,65
5328,Low,High,Public,Negative,2,No,High School,Near,Male,70
5329,Low,Medium,Public,Neutral,3,No,College,Near,Male,67
5330,Low,Medium,Private,Neutral,3,No,High School,Near,Male,60
5331,Low,Medium,Public,Neutral,3,No,High School,Near,Female,64
5332,Medium,Medium,Private,Negative,1,No,High School,Moderate,Female,65
5333,Low,High,Public,Positive,5,No,High School,Moderate,Female,64
5334,Medium,Medium,Public,Positive,4,No,College,Moderate,Male,67
5335,Medium,Medium,Private,Positive,3,No,High School,Near,Female,71
5336,High,Medium,Private,Positive,3,No,High School,Moderate,Female,69
5337,Medium,High,Public,Positive,4,No,High School,Near,Male,70
5338,High,High,Public,Positive,3,No,College,Near,Female,69
5339,Medium,Medium,Public,Positive,4,No,High School,Near,Male,69
5340,Medium,,Public,Neutral,3,No,College,Moderate,Female,64
5341,Medium,High,Private,Negative,3,No,Postgraduate,Near,Male,63
5342,Medium,Medium,Public,Positive,2,No,College,Near,Male,67
5343,Medium,Medium,Public,Neutral,3,No,College,Moderate,Female,66
5344,Low,Medium,Public,Positive,3,No,High School,Near,Female,69
5345,Low,High,Private,Neutral,4,No,College,Near,Male,69
5346,High,Medium,Public,Neutral,3,Yes,,Near,Male,69
5347,Low,Medium,Public,Positive,3,No,College,Near,Male,72
5348,Medium,Low,Private,Negative,3,No,High School,Moderate,Female,65
5349,High,High,Private,Positive,2,No,College,Near,Male,63
5350,Low,High,Public,Neutral,4,No,College,Near,Male,69
5351,Medium,High,Private,Neutral,3,No,College,Near,Male,69
5352,High,High,Private,Negative,2,No,College,Moderate,Female,64
5353,Medium,High,Private,Positive,3,No,College,Near,Male,69
5354,Medium,Medium,Private,Neutral,3,No,Postgraduate,Moderate,Male,72
5355,Low,Medium,Public,Neutral,4,No,College,Near,Male,62
5356,Medium,Medium,Private,Positive,3,Yes,High School,Near,Male,66
5357,Medium,Low,Public,Neutral,1,No,High School,Far,Female,65
5358,High,Medium,Public,Neutral,3,No,College,Near,Female,69
5359,High,High,Public,Negative,3,No,High School,Near,Female,65
5360,Medium,High,Public,Negative,2,No,High School,Near,Male,67
5361,Medium,High,Public,Neutral,2,No,High School,Near,Female,63
5362,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,66
5363,Low,Low,Private,Positive,3,No,High School,Far,Male,61
5364,Medium,Medium,Public,Positive,4,No,High School,,Female,64
5365,Medium,Medium,Private,Neutral,4,No,Postgraduate,Near,Male,64
5366,Low,Medium,Public,Neutral,3,No,College,Near,Male,65
5367,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Female,68
5368,Medium,Medium,Private,Negative,3,No,High School,Near,Male,69
5369,Medium,Medium,Public,Negative,3,No,High School,Near,Female,61
5370,High,High,Private,Positive,2,No,Postgraduate,Moderate,Female,72
5371,Low,Medium,Private,Neutral,3,No,College,Moderate,Male,61
5372,Low,High,Private,Neutral,4,No,College,Moderate,Male,66
5373,Low,Medium,Public,Negative,1,No,College,Moderate,Male,60
5374,Low,High,Public,Positive,3,No,Postgraduate,Far,Male,69
5375,High,High,Public,Neutral,2,Yes,College,Near,Male,72
5376,Medium,Medium,Public,Negative,2,No,High School,Moderate,Female,69
5377,Medium,Medium,Public,Positive,3,No,College,Near,Male,71
5378,Medium,Medium,Private,Neutral,3,No,College,Near,Male,64
5379,Low,Medium,Public,Positive,4,No,High School,Near,Male,71
5380,Medium,High,Public,Negative,3,No,High School,Moderate,Male,64
5381,Low,Low,Public,Negative,3,No,College,Near,Female,67
5382,Low,Medium,Private,Negative,3,Yes,Postgraduate,Moderate,Male,67
5383,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,66
5384,High,Medium,Private,Positive,4,No,College,Near,Male,73
5385,Medium,Medium,Private,Positive,4,No,High School,Moderate,Male,73
5386,Medium,Medium,Public,Positive,2,No,College,Moderate,Male,70
5387,High,Low,Public,Positive,4,No,College,Moderate,Male,70
5388,Low,Medium,Public,Positive,4,Yes,Postgraduate,Near,Female,62
5389,Medium,High,Private,Neutral,2,No,Postgraduate,Moderate,Male,68
5390,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,65
5391,High,Medium,Public,Positive,2,No,High School,Near,Male,73
5392,Low,,Private,Neutral,3,No,College,Near,Female,65
5393,Medium,Medium,Public,Neutral,3,No,College,Near,Male,66
5394,Low,Medium,Public,Neutral,3,No,College,Moderate,Male,64
5395,Low,Medium,Public,Positive,3,No,High School,Near,Male,63
5396,Low,Low,Public,Neutral,3,Yes,College,Near,Male,62
5397,Low,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Female,70
5398,High,Medium,Public,Neutral,3,No,High School,Near,Male,65
5399,Medium,Medium,Private,Neutral,5,No,High School,Far,Male,64
5400,High,Medium,Public,Negative,2,No,Postgraduate,Near,Male,70
5401,Low,Low,Public,Neutral,5,No,High School,Near,Male,62
5402,High,Medium,Public,Positive,2,No,High School,Near,Female,67
5403,Medium,Medium,Private,Neutral,3,No,Postgraduate,Far,Female,66
5404,High,High,Public,Positive,3,No,College,Moderate,Female,74
5405,Medium,Medium,Public,Positive,3,No,High School,Far,Male,69
5406,Medium,Medium,Public,Positive,4,Yes,High School,Moderate,Female,70
5407,High,Medium,Public,Positive,1,No,College,Near,Female,68
5408,Low,,Public,Neutral,2,No,Postgraduate,Near,Male,70
5409,Medium,Medium,Public,Negative,2,No,High School,Near,Male,71
5410,Medium,High,Public,Positive,0,No,Postgraduate,Moderate,Female,73
5411,Medium,Medium,Private,Neutral,2,No,High School,Far,Male,69
